Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Glen Waverley,57 Hinkler Rd,3,h,1328064.2397957442,PI,Biggin,17/06/2017,16.7,3150.0,3.0,2.0,0.0,726.0,164.0,1965.0,Monash City Council,-37.88099,145.17215,Eastern Metropolitan,15321.0
Glenroy,18 Ogden St,3,h,852292.6486222326,W,Barry,17/06/2017,11.2,3046.0,3.0,1.0,3.0,780.0,167.0,1960.0,Moreland City Council,-37.7016,144.94899,Northern Metropolitan,8870.0
Hampton,29 Bridge St,3,h,1845260.0088828094,S,Hodges,17/06/2017,13.8,3188.0,3.0,1.0,2.0,718.0,,,Bayside City Council,-37.94455,145.00443,Southern Metropolitan,5454.0
Hampton,1 McCarthy St,4,h,1802960.6572450798,PN,Biggin,17/06/2017,13.8,3188.0,4.0,2.0,2.0,665.0,252.0,1940.0,Bayside City Council,-37.93145,145.00016,Southern Metropolitan,5454.0
Hawthorn,5/8 Brook St,1,u,397324.2166412162,PI,Marshall,17/06/2017,5.3,3122.0,1.0,1.0,1.0,1004.0,,1965.0,Boroondara City Council,-37.81584,145.01919,Southern Metropolitan,11308.0
Heidelberg,5 Cleve Gr,3,h,990811.3145659214,SS,William,17/06/2017,8.9,3084.0,3.0,1.0,2.0,600.0,,,Banyule City Council,-37.75101,145.0622,Eastern Metropolitan,2890.0
Heidelberg Heights,42 Haig St,3,t,,SS,William,17/06/2017,8.8,3081.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,2947.0
Heidelberg Heights,142 Porter Rd,4,h,1203825.9052961972,SN,Re,17/06/2017,8.8,3081.0,4.0,2.0,2.0,931.0,,,Banyule City Council,-37.73358,145.05874,Eastern Metropolitan,2947.0
Highett,1/30 Tibrockney St,3,h,1034474.3032754605,SP,Scott,17/06/2017,16.0,3190.0,3.0,2.0,2.0,162.0,148.0,2007.0,Bayside City Council,-37.95217,145.03418,Southern Metropolitan,4794.0
Ivanhoe,1/22 Clark Rd,3,u,738702.1013408788,SP,Miles,17/06/2017,7.8,3079.0,3.0,1.0,2.0,107.0,,,Banyule City Council,-37.7804,145.04008,Eastern Metropolitan,5549.0
Ivanhoe,122B Green St,3,t,885274.1388583578,S,Nelson,17/06/2017,7.8,3079.0,3.0,2.0,2.0,164.0,118.0,2000.0,Banyule City Council,-37.76358,145.03018,Eastern Metropolitan,5549.0
Ivanhoe East,27 Wallis Av,3,h,,PN,Miles,17/06/2017,7.8,3079.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,1554.0
Kealba,7 Pulsar Pl,4,h,689891.4816920899,SP,Brad,17/06/2017,14.0,3021.0,4.0,2.0,2.0,630.0,300.0,2000.0,Brimbank City Council,-37.73841,144.83038,Western Metropolitan,1202.0
Keilor East,7 Byron Av,4,h,,S,Nelson,17/06/2017,11.7,3033.0,,,,,,,Brimbank City Council,,,Western Metropolitan,5629.0
Kensington,10 Albermarle St,2,h,1114873.0683789968,S,Hodges,17/06/2017,3.4,3031.0,2.0,1.0,0.0,178.0,,1886.0,Melbourne City Council,-37.79621,144.93345,Northern Metropolitan,5263.0
Kew,71 Edgevale Rd,4,h,2131352.4863100313,SP,Marshall,17/06/2017,5.4,3101.0,4.0,3.0,2.0,640.0,271.5,1910.0,Boroondara City Council,-37.81246,145.0426,Southern Metropolitan,10331.0
Kew,37 Fernhurst Gr,3,h,1811121.366609631,SP,Marshall,17/06/2017,5.4,3101.0,3.0,2.0,2.0,663.0,,1892.0,Boroondara City Council,-37.80363,145.02795,Southern Metropolitan,10331.0
Kew,8 Heather Gr,3,h,1737363.1050638398,S,Fletchers,17/06/2017,5.4,3101.0,3.0,1.0,1.0,702.0,133.0,1935.0,Boroondara City Council,-37.80579,145.06001,Southern Metropolitan,10331.0
Kew,21 Scott St,3,h,1663980.2082862698,S,Marshall,17/06/2017,5.4,3101.0,3.0,1.0,2.0,475.0,,,Boroondara City Council,-37.81184,145.04194,Southern Metropolitan,10331.0
Kilsyth,6 Dunrossil Dr,3,h,,PI,McGrath,17/06/2017,26.0,3137.0,3.0,1.0,1.0,872.0,,,Maroondah City Council,-37.79604,145.31716,Eastern Metropolitan,4654.0
Kings Park,40 Kingdom Av,3,h,,PI,YPA,17/06/2017,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,2878.0
Kooyong,7 Monaro Cl,3,h,1804078.749485577,SP,Marshall,17/06/2017,5.9,3144.0,3.0,2.0,2.0,670.0,,,Stonnington City Council,-37.84161,145.03377,Southern Metropolitan,394.0
Lalor,1/4 William St,2,t,,PI,Harcourts,17/06/2017,16.3,3075.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,8279.0
Malvern,4a Milton Pde,5,h,,PI,RT,17/06/2017,5.9,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675.0
McKinnon,20A Anne St,3,t,1221534.2436101942,S,hockingstuart,17/06/2017,11.4,3204.0,3.0,2.0,1.0,304.0,,1930.0,Glen Eira City Council,-37.90853,145.03213,Southern Metropolitan,2397.0
McKinnon,8 Lees St,4,h,1736583.0069603384,SP,hockingstuart,17/06/2017,11.4,3204.0,4.0,3.0,3.0,537.0,,1980.0,Glen Eira City Council,-37.91163,145.03445,Southern Metropolitan,2397.0
Melbourne,20/17 Queens Rd,1,u,,SP,Hodges,17/06/2017,0.0,3000.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496.0
Middle Park,45 Nimmo St,3,h,2011137.4338445188,SP,Greg,17/06/2017,3.0,3206.0,3.0,2.0,0.0,187.0,152.0,1880.0,Port Phillip City Council,-37.85027,144.96243,Southern Metropolitan,2019.0
Mill Park,36 Peugeot Prst,3,h,,SN,Harcourts,17/06/2017,17.9,3082.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10529.0
Mitcham,10 Norman St,5,h,1268577.6091992701,SN,Noel,17/06/2017,17.2,3132.0,5.0,2.0,2.0,760.0,240.0,2010.0,Whitehorse City Council,-37.82519,145.19771,Eastern Metropolitan,6871.0
Mitcham,5 Tennyson St,3,h,1088697.187046698,PI,Biggin,17/06/2017,17.2,3132.0,3.0,1.0,2.0,785.0,,,Whitehorse City Council,-37.81841,145.20952,Eastern Metropolitan,6871.0
Moonee Ponds,5/22 Ardmillan Rd,2,u,701336.429092411,PI,Nelson,17/06/2017,6.2,3039.0,2.0,2.0,2.0,157.0,,1975.0,Moonee Valley City Council,-37.76278,144.91524,Western Metropolitan,6232.0
Moonee Ponds,2 Lorne St,4,h,1569860.703224084,SP,Jellis,17/06/2017,6.2,3039.0,4.0,1.0,1.0,842.0,,1877.0,Moonee Valley City Council,-37.77103,144.91999,Western Metropolitan,6232.0
Moorabbin,138 Rowans Rd,3,h,1036230.0531395328,S,Buxton,17/06/2017,14.3,3189.0,3.0,2.0,2.0,340.0,,,Kingston City Council,-37.93968,145.05458,Southern Metropolitan,2555.0
Mooroolbark,2 Sharon Ct,6,h,,SP,hockingstuart,17/06/2017,26.5,3138.0,6.0,3.0,3.0,988.0,275.0,1986.0,Yarra Ranges Shire Council,-37.77046,145.30976,Eastern Victoria,8280.0
Mordialloc,76B Warren Rd,4,t,1036138.6829314944,VB,hockingstuart,17/06/2017,21.5,3195.0,4.0,2.0,2.0,345.0,152.0,2009.0,Kingston City Council,-37.99406,145.0927,South-Eastern Metropolitan,3650.0
Mount Waverley,3/18 Biscayne Dr,3,t,,PI,McGrath,17/06/2017,14.2,3149.0,,,,,,,Monash City Council,,,Eastern Metropolitan,13366.0
Murrumbeena,21 Erindale St,4,h,1671970.6984235267,S,hockingstuart,17/06/2017,10.1,3163.0,4.0,2.0,2.0,592.0,,,Glen Eira City Council,-37.89592,145.0719,Southern Metropolitan,4442.0
Noble Park,1/12 Alamein St,4,u,738149.2011244984,SN,C21,17/06/2017,22.7,3174.0,4.0,2.0,2.0,371.0,,,Greater Dandenong City Council,-37.9581,145.16691,South-Eastern Metropolitan,11806.0
Noble Park,60 Ellendale Rd,3,h,895989.8044492833,PI,FN,17/06/2017,22.7,3174.0,3.0,2.0,2.0,940.0,157.0,1958.0,Greater Dandenong City Council,-37.96082,145.18312,South-Eastern Metropolitan,11806.0
Noble Park,6/44 French St,3,u,541585.146298469,W,Harcourts,17/06/2017,22.7,3174.0,3.0,2.0,1.0,208.0,102.0,2002.0,Greater Dandenong City Council,-37.9687,145.18559,South-Eastern Metropolitan,11806.0
North Melbourne,1/20 Bedford St,2,u,777341.7273454539,SP,Jellis,17/06/2017,1.8,3051.0,2.0,2.0,1.0,0.0,,,Melbourne City Council,-37.80232,144.95626,Northern Metropolitan,6821.0
North Melbourne,3 Bickford La,2,t,,VB,Nelson,17/06/2017,1.8,3051.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821.0
North Melbourne,19/700 Queensberry St,1,u,508766.8775395664,SP,W.B.,17/06/2017,1.8,3051.0,1.0,1.0,2.0,0.0,,2000.0,Melbourne City Council,-37.8022,144.94389,Northern Metropolitan,6821.0
Northcote,31B Union St,3,h,,SP,McGrath,17/06/2017,5.3,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0
Nunawading,1/7 Lilian St,3,t,1098471.4639287926,SP,Jellis,17/06/2017,15.4,3131.0,3.0,3.0,2.0,405.0,226.0,2000.0,Manningham City Council,-37.82678,145.16777,Eastern Metropolitan,4973.0
Nunawading,1/7 Lilian St,3,t,1098471.4639287926,SP,Jellis,17/06/2017,15.4,3131.0,3.0,3.0,2.0,405.0,226.0,2000.0,Manningham City Council,-37.82678,145.16777,Eastern Metropolitan,4973.0
Oak Park,45 New Rd,4,h,801754.3954592483,SP,Brad,17/06/2017,11.2,3046.0,4.0,2.0,1.0,287.0,138.0,2005.0,Moreland City Council,-37.71365,144.90903,Northern Metropolitan,2651.0
Parkdale,58 Keith St,5,h,1486131.1955862723,SP,hockingstuart,17/06/2017,21.5,3195.0,5.0,3.0,3.0,760.0,,1950.0,Kingston City Council,-37.99263,145.08797,South-Eastern Metropolitan,5087.0
Parkville,16 Degraves St,3,h,1705999.79139261,SP,Collins,17/06/2017,1.8,3052.0,3.0,2.0,1.0,194.0,199.0,1900.0,Melbourne City Council,-37.79348,144.95738,Northern Metropolitan,2309.0
Patterson Lakes,10 The Parkway,3,h,,VB,Hodges,17/06/2017,31.2,3197.0,3.0,2.0,2.0,315.0,202.0,2000.0,Kingston City Council,-38.0551,145.14395,South-Eastern Metropolitan,3351.0
Point Cook,6 Beachview Pde,4,h,749942.4063414925,W,Sanctuary,17/06/2017,14.7,3030.0,4.0,3.0,2.0,629.0,629.0,,Wyndham City Council,-37.90322,144.77084,Western Metropolitan,15542.0
Port Melbourne,117 Liardet St,3,h,1577764.18424855,PI,Marshall,17/06/2017,3.5,3207.0,3.0,1.0,0.0,330.0,144.65,1915.0,Melbourne City Council,-37.83917,144.94287,Southern Metropolitan,8648.0
Prahran,10 Moss St,3,h,1648088.08599921,SN,Kay,17/06/2017,4.6,3181.0,3.0,2.0,2.0,175.0,79.0,1950.0,Stonnington City Council,-37.84825,144.98819,Southern Metropolitan,7717.0
Reservoir,22 Fordham Rd,4,h,916255.223983964,SP,Ray,17/06/2017,12.0,3073.0,4.0,2.0,2.0,755.0,,1960.0,Darebin City Council,-37.71421,145.02066,Northern Metropolitan,21650.0
Reservoir,9 Winter Cr,2,h,,S,Nelson,17/06/2017,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
Richmond,42 Brighton St,2,h,1210080.9003829681,S,Jellis,17/06/2017,2.4,3121.0,2.0,1.0,1.0,168.0,86.0,1890.0,Yarra City Council,-37.82808,144.99892,Northern Metropolitan,14949.0
Riddells Creek,96 Whittakers La,5,h,,SS,Leeburn,17/06/2017,47.4,3431.0,5.0,1.0,8.0,4700.0,,,Macedon Ranges Shire Council,-37.45418,144.67632,Northern Victoria,1475.0
Ringwood,2/2 Lavender St,3,t,,PI,Barry,17/06/2017,19.9,3134.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,7785.0
Ringwood,12 Regina St,3,h,1014506.2020850829,PI,Philip,17/06/2017,19.9,3134.0,3.0,1.0,0.0,1028.0,,,Maroondah City Council,-37.82312,145.23011,Eastern Metropolitan,7785.0
Ringwood,1/14 Thomas St,3,h,829368.9541891462,PI,Fletchers,17/06/2017,19.9,3134.0,3.0,2.0,0.0,420.0,,,Maroondah City Council,-37.81766,145.23401,Eastern Metropolitan,7785.0
Ringwood East,25a Holland Rd,2,u,544836.1946183526,PI,Philip,17/06/2017,21.3,3135.0,2.0,1.0,1.0,272.0,,,Maroondah City Council,-37.80335,145.2514,Eastern Metropolitan,4407.0
Ringwood East,9 Scenic Av,4,h,,SN,Barry,17/06/2017,21.3,3135.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,4407.0
Ringwood North,35 Burlock Av,3,h,,SP,hockingstuart,17/06/2017,19.9,3134.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,3619.0
Ringwood North,19 Middlebrook Dr,5,h,977624.34312698,PI,Barry,17/06/2017,19.9,3134.0,5.0,2.0,2.0,652.0,,1975.0,Manningham City Council,-37.78595,145.23777,Eastern Metropolitan,3619.0
Rosanna,20 Alfreda Av,3,h,,S,Nelson,17/06/2017,8.9,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,3540.0
Rosanna,28 Leura Av,3,h,,SN,Miles,17/06/2017,8.9,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,3540.0
Roxburgh Park,4 Siret Ct,4,h,583380.3321860249,SN,Barry,17/06/2017,20.6,3064.0,4.0,2.0,1.0,465.0,152.0,2002.0,Hume City Council,-37.61363,144.93146,Northern Metropolitan,5833.0
Seabrook,5 Cliveden Ct,4,h,715981.0663317499,PN,LJ,17/06/2017,15.5,3028.0,4.0,2.0,2.0,520.0,,,Hobsons Bay City Council,-37.87461,144.76306,Western Metropolitan,1793.0
South Melbourne,11/192 Cecil St,2,u,654720.7772365953,SN,Gary,17/06/2017,1.9,3205.0,2.0,1.0,2.0,645.0,,,Port Phillip City Council,-37.83443,144.95814,Southern Metropolitan,5943.0
South Melbourne,20 Law St,3,t,,PI,Marshall,17/06/2017,1.9,3205.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,5943.0
St Albans,8 Avondale Av,5,h,,SN,Barry,17/06/2017,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0
St Albans,4 Cordelia Gr,3,h,576083.0502867335,PI,Barry,17/06/2017,14.0,3021.0,3.0,1.0,3.0,546.0,120.0,1980.0,Brimbank City Council,-37.73058,144.78642,Western Metropolitan,14042.0
St Albans,50 Station Av,3,h,,PI,Westside,17/06/2017,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0
St Albans,50 Theodore St,3,h,582050.5680998364,PN,Westside,17/06/2017,14.0,3021.0,3.0,1.0,0.0,574.0,,,Brimbank City Council,-37.73463,144.79961,Western Metropolitan,14042.0
St Kilda,61 Waterloo Cr,2,h,,SP,Marshall,17/06/2017,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0
Sunshine,397 Ballarat Rd,4,h,702341.4725409644,SN,Barry,17/06/2017,10.5,3020.0,4.0,2.0,2.0,158.0,223.0,2008.0,Brimbank City Council,-37.77901,144.84426,Western Metropolitan,3755.0
Sunshine North,7 Laura Ct,3,h,,PN,Bayside,17/06/2017,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,4217.0
Sunshine North,3/68 Meadowbank Dr,2,u,424207.69580021134,SN,Barry,17/06/2017,10.5,3020.0,2.0,1.0,1.0,177.0,90.0,1998.0,Brimbank City Council,-37.75867,144.82698,Western Metropolitan,4217.0
Sunshine West,4/26 Mailey St,2,u,349498.97242229496,SN,Barry,17/06/2017,10.5,3020.0,2.0,1.0,0.0,93.0,,,Brimbank City Council,-37.7912,144.81364,Western Metropolitan,6763.0
Surrey Hills,4 South Ct,5,h,2123108.1059226524,S,Marshall,17/06/2017,10.2,3127.0,5.0,3.0,2.0,724.0,291.0,1990.0,Boroondara City Council,-37.83517,145.0963,Southern Metropolitan,5457.0
Surrey Hills,18 Wandsworth Rd,5,h,2226400.158702546,S,Marshall,17/06/2017,10.2,3127.0,5.0,3.0,2.0,858.0,,,Boroondara City Council,-37.81908,145.09325,Southern Metropolitan,5457.0
Tarneit,10 Zizina Av,4,h,,SN,Barry,17/06/2017,18.4,3029.0,,,,,,,Wyndham City Council,,,Western Metropolitan,10160.0
Thornbury,206 Clarendon St,3,h,1016317.4340547373,VB,Nelson,17/06/2017,7.0,3071.0,3.0,2.0,2.0,161.0,122.0,2012.0,Darebin City Council,-37.76157,145.01804,Northern Metropolitan,8870.0
Toorak,795 Malvern Rd,3,h,2112425.0540171578,SN,Abercromby's,17/06/2017,4.1,3142.0,3.0,2.0,2.0,330.0,,,Stonnington City Council,-37.85017,145.02066,Southern Metropolitan,7217.0
Toorak,2 Myvore Ct,5,h,,SN,Abercromby's,17/06/2017,4.1,3142.0,5.0,5.0,6.0,790.0,25.0,2008.0,Stonnington City Council,-37.84625,145.03002,Southern Metropolitan,7217.0
Toorak,2/3 Washington St,2,u,1043736.1754273436,S,Marshall,17/06/2017,4.1,3142.0,2.0,2.0,2.0,1488.0,,,Stonnington City Council,-37.83767,145.0063,Southern Metropolitan,7217.0
Wantirna,95 Harold St,3,h,912070.1579401587,SN,Barry,17/06/2017,14.7,3152.0,3.0,2.0,2.0,602.0,,,Knox City Council,-37.85787,145.2292,Eastern Metropolitan,5424.0
Watsonia North,1/6 Hamilton Ct,3,h,670048.5845209331,SP,Parkes,17/06/2017,14.5,3087.0,3.0,2.0,2.0,301.0,120.0,1990.0,Banyule City Council,-37.69131,145.08695,Northern Metropolitan,1442.0
Wyndham Vale,1/70 Feathertop Dr,3,u,,PI,Barry,17/06/2017,27.2,3024.0,,,,,,,Wyndham City Council,,,Western Metropolitan,5262.0
Yarraville,1/24 Norfolk St,3,h,1033854.2552266164,SP,Jas,17/06/2017,6.3,3013.0,3.0,1.0,0.0,249.0,108.0,1890.0,Maribyrnong City Council,-37.81999,144.8899,Western Metropolitan,6543.0
Yarraville,5/245 Williamstown Rd,3,t,650707.8495931306,PI,Sweeney,17/06/2017,6.3,3013.0,3.0,1.0,1.0,136.0,,,Maribyrnong City Council,-37.8162,144.88303,Western Metropolitan,6543.0
Airport West,15 Kittyhawk Ct,4,h,,PI,Harcourts,24/06/2017,10.4,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0
Albert Park,29 Hambleton St,4,h,,S,Marshall,24/06/2017,3.0,3206.0,4.0,4.0,1.0,208.0,,,Port Phillip City Council,-37.84556,144.95756,Southern Metropolitan,3280.0
Altona,1 Stanley St,4,h,1173349.9756912543,PI,hockingstuart,24/06/2017,11.0,3018.0,4.0,2.0,2.0,704.0,,,Hobsons Bay City Council,-37.86974,144.81302,Western Metropolitan,5301.0
Ascot Vale,49 Ascot St,3,h,1122026.063480455,SN,Barry,24/06/2017,4.3,3032.0,3.0,1.0,1.0,449.0,,,Moonee Valley City Council,-37.78226,144.91822,Western Metropolitan,6567.0
Ascot Vale,2 Bayview Tce,4,h,1296724.2162321163,VB,Nelson,24/06/2017,4.3,3032.0,4.0,2.0,1.0,274.0,,,Moonee Valley City Council,-37.77381,144.91949,Western Metropolitan,6567.0
Ascot Vale,22 Francis St,4,h,1742263.9253380608,SP,Nelson,24/06/2017,4.3,3032.0,4.0,3.0,2.0,615.0,219.0,1900.0,Moonee Valley City Council,-37.77728,144.92095,Western Metropolitan,6567.0
Aspendale,13/34 Nepean Hwy,2,u,478054.47299875185,PN,Barry,24/06/2017,21.5,3195.0,2.0,1.0,1.0,0.0,55.0,1965.0,Kingston City Council,-38.01453,145.09183,South-Eastern Metropolitan,2824.0
Balwyn,4 Rogerson Ct,6,h,1976732.9869616602,VB,Fletchers,24/06/2017,7.9,3103.0,6.0,0.0,0.0,950.0,,,Boroondara City Council,-37.80678,145.08915,Southern Metropolitan,5682.0
Balwyn North,16 Almond St,4,h,1830064.0605746687,S,Fletchers,24/06/2017,9.7,3104.0,4.0,2.0,1.0,706.0,200.0,1950.0,Boroondara City Council,-37.79224,145.08745,Southern Metropolitan,7809.0
Balwyn North,14 Highbury St,5,h,1998308.8449326872,SN,hockingstuart,24/06/2017,9.7,3104.0,5.0,3.0,2.0,944.0,,,Boroondara City Council,-37.79441,145.07268,Southern Metropolitan,7809.0
Bayswater,5 Susan St,4,h,892064.2399258671,PI,Philip,24/06/2017,23.2,3153.0,4.0,2.0,3.0,736.0,162.0,1970.0,Knox City Council,-37.84628,145.25203,Eastern Metropolitan,5030.0
Bayswater,32 Victoria Rd,3,h,773626.2273213835,SN,Barry,24/06/2017,23.2,3153.0,3.0,1.0,3.0,735.0,,,Knox City Council,-37.85244,145.26317,Eastern Metropolitan,5030.0
Beaumaris,11 Cloris Av,5,h,,PN,Follett,24/06/2017,17.3,3193.0,,,,,,,Bayside City Council,,,Southern Metropolitan,5366.0
Bentleigh,2/1 Marquis Rd,2,u,768054.7109341183,S,Buxton,24/06/2017,11.4,3204.0,2.0,1.0,2.0,258.0,121.63,,Glen Eira City Council,-37.93012,145.04445,Southern Metropolitan,6795.0
Bentleigh East,57B Lahona Av,4,t,,S,Buxton,24/06/2017,13.8,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0
Blackburn North,1/2 Middlefield Dr,2,h,648111.1048955391,VB,Fletchers,24/06/2017,13.4,3130.0,2.0,2.0,1.0,188.0,,,Whitehorse City Council,-37.80197,145.15305,Eastern Metropolitan,2867.0
Blackburn South,28 Aldinga St,4,h,1220433.2475187576,SN,Win,24/06/2017,13.4,3130.0,4.0,2.0,2.0,594.0,,,Whitehorse City Council,-37.83951,145.13752,Eastern Metropolitan,4387.0
Blackburn South,19 Baratta St,3,h,1292725.437825153,S,Fletchers,24/06/2017,13.4,3130.0,3.0,1.0,1.0,822.0,,,Whitehorse City Council,-37.83775,145.14096,Eastern Metropolitan,4387.0
Brighton East,9 Margaret St,4,h,1860052.2432710743,SP,Hodges,24/06/2017,10.3,3187.0,4.0,3.0,2.0,644.0,,,Bayside City Council,-37.92018,145.01022,Southern Metropolitan,6938.0
Brunswick,10 Aberdeen St,3,h,996456.2069824617,PI,Raine,24/06/2017,5.2,3056.0,3.0,1.0,1.0,269.0,,,Moreland City Council,-37.76712,144.97048,Northern Metropolitan,11918.0
Brunswick East,45 Clarence St,3,h,1216498.1819548488,S,Jellis,24/06/2017,4.0,3057.0,3.0,1.0,0.0,190.0,132.0,1915.0,Moreland City Council,-37.76402,144.97734,Northern Metropolitan,5533.0
Bundoora,14 Lynch Av,5,h,,PI,Ray,24/06/2017,12.1,3083.0,,,,,,,Banyule City Council,,,Northern Metropolitan,10175.0
Bundoora,57 Settlement Rd,8,h,,PI,Ray,24/06/2017,12.1,3083.0,8.0,3.0,2.0,585.0,,2000.0,Banyule City Council,-37.69736,145.05283,Northern Metropolitan,10175.0
Burwood East,2 Garrawang La,4,h,929553.5197811133,PI,Buxton,24/06/2017,14.7,3151.0,4.0,2.0,2.0,202.0,180.0,2010.0,Whitehorse City Council,-37.84647,145.15971,Eastern Metropolitan,4048.0
Burwood East,7/22 Middleborough Rd,3,u,692271.7522619712,SN,Woodards,24/06/2017,14.7,3151.0,3.0,1.0,2.0,204.0,,1970.0,Whitehorse City Council,-37.85514,145.1322,Eastern Metropolitan,4048.0
Cairnlea,3 Glenfield Cl,3,h,568844.860099084,W,HAR,24/06/2017,14.8,3023.0,3.0,2.0,1.0,445.0,119.0,2003.0,Brimbank City Council,-37.76008,144.78635,Western Metropolitan,2674.0
Camberwell,28 Lockhart St,4,h,1825217.7068712667,SA,Fletchers,24/06/2017,7.7,3124.0,4.0,2.0,1.0,557.0,,,Boroondara City Council,-37.83726,145.08815,Southern Metropolitan,8920.0
Canterbury,1 Balwyn Rd,4,h,2366084.4857116602,S,Marshall,24/06/2017,8.4,3126.0,4.0,2.0,2.0,981.0,250.0,1905.0,Boroondara City Council,-37.82299,145.07919,Southern Metropolitan,3265.0
Carlton,146 Barkly St,3,h,1517011.074599467,S,Nelson,24/06/2017,1.6,3053.0,3.0,2.0,1.0,129.0,,,Melbourne City Council,-37.80004,144.9708,Northern Metropolitan,6786.0
Carlton,77 Station St,3,h,1581639.4067194092,S,Nelson,24/06/2017,1.6,3053.0,3.0,2.0,1.0,157.0,146.0,1890.0,Melbourne City Council,-37.79573,144.97405,Northern Metropolitan,6786.0
Carlton North,1032 Drummond St,5,h,1780741.437500899,S,Nelson,24/06/2017,3.5,3054.0,5.0,3.0,1.0,884.0,,,Melbourne City Council,-37.7801,144.97216,Northern Metropolitan,3106.0
Carnegie,1/13 Milton St,3,u,1074104.7011512732,SN,Gary,24/06/2017,10.1,3163.0,3.0,2.0,2.0,305.0,,,Glen Eira City Council,-37.88687,145.04935,Southern Metropolitan,7822.0
Carrum Downs,9 Omega St,3,h,,PN,Ray,24/06/2017,34.9,3201.0,3.0,2.0,2.0,412.0,116.0,2011.0,Frankston City Council,-38.08712,145.18394,South-Eastern Metropolitan,8060.0
Clayton,3 Myriong St,3,h,1378118.020787695,PI,Darras,24/06/2017,16.7,3168.0,3.0,1.0,1.0,770.0,,1955.0,Monash City Council,-37.91501,145.12245,South-Eastern Metropolitan,5837.0
Clifton Hill,12 Berry St,4,h,1628871.8803215045,S,Jellis,24/06/2017,3.6,3068.0,4.0,1.0,1.0,358.0,,,Yarra City Council,-37.78981,144.9976,Northern Metropolitan,2954.0
Clifton Hill,126 Hodgkinson St,3,h,1524034.280544175,S,Nelson,24/06/2017,3.6,3068.0,3.0,1.0,2.0,346.0,,,Yarra City Council,-37.7889,144.99251,Northern Metropolitan,2954.0
Coburg,1/80 Ross St,3,t,,SN,Barry,24/06/2017,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11204.0
Coburg North,52 Lorensen Av,4,h,,SP,Nelson,24/06/2017,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,3445.0
Collingwood,1 Bendigo St,3,h,1382503.3466230105,S,Collins,24/06/2017,2.0,3066.0,3.0,1.0,2.0,197.0,,,Yarra City Council,-37.79654,144.9926,Northern Metropolitan,4553.0
Collingwood,159 Keele St,2,h,1091444.2694083042,S,Nelson,24/06/2017,2.0,3066.0,2.0,1.0,1.0,124.0,78.0,1900.0,Yarra City Council,-37.79776,144.99202,Northern Metropolitan,4553.0
Craigieburn,33 Spurr St,3,h,604120.846877037,SN,Barry,24/06/2017,20.6,3064.0,3.0,2.0,2.0,652.0,,,Hume City Council,-37.59357,144.93504,Northern Metropolitan,15510.0
Craigieburn,69 Thoresby Cct,4,h,573589.2825177239,PI,Jason,24/06/2017,20.6,3064.0,4.0,2.0,3.0,392.0,177.0,2011.0,Hume City Council,-37.57497,144.909,Northern Metropolitan,15510.0
Craigieburn,14 Viewrise Wk,2,h,,PI,Barry,24/06/2017,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,15510.0
Croydon Hills,4 Lehmann Pl,3,h,815088.9440451318,SP,Fletchers,24/06/2017,23.0,3136.0,3.0,2.0,2.0,575.0,123.0,1990.0,Maroondah City Council,-37.78134,145.27359,Eastern Metropolitan,1705.0
Dandenong North,31 Bakers Rd,4,h,751457.5932157408,PI,Barry,24/06/2017,24.7,3175.0,4.0,2.0,2.0,586.0,,,Greater Dandenong City Council,-37.95289,145.1968,South-Eastern Metropolitan,8322.0
